SSBSECT_SUBJ_CODE,SSBSECT_CRSE_NUMB,SSBSECT_TERM_CODE,SSBSECT_CRN,SSRATTR_TERM_CODE,SSRATTR_CRN,SSRATTR_ATTR_CODE,SSRATTR_ACTIVITY_DATE
CRE,210,202110,10686,202110,10686,RMOT,2020/11/02
CRE,210,202110,10686,202110,10686,SDP,2020/11/02
CRE,210,202110,10686,202110,10686,W,2020/11/02
CRE,210,202110,10686,202110,10686,WLC,2020/11/02
CRE,215,202110,10624,202110,10624,MOD1,2020/11/02
CRE,215,202110,10624,202110,10624,MOIB,2020/10/28
CRE,215,202110,10624,202110,10624,MOIE,2020/10/28
CRE,215,202110,10624,202110,10624,SDP,2020/11/05
CRE,215,202110,10624,202110,10624,W,2020/10/28
CRE,230,202110,10844,202110,10844,MOIB,2020/11/05
CRE,230,202110,10844,202110,10844,MOIE,2020/11/05
CRE,230,202110,10844,202110,10844,RMOT,2020/11/08
CRE,231,202110,10866,202110,10866,MOIE,2020/11/09
CRE,231,202110,10866,202110,10866,RMOT,2020/11/09
CRE,231,202110,10866,202110,10866,SDP,2020/11/09
CRE,237,202110,10872,202110,10872,MOIE,2020/11/16
CRE,237,202110,10872,202110,10872,RMOT,2020/11/16
CRE,251,202110,10698,202110,10698,ASPA,2020/11/02
CRE,251,202110,10698,202110,10698,MOIB,2020/11/02
CRE,251,202110,10698,202110,10698,MOIE,2020/11/02
CRE,251,202110,10698,202110,10698,RMOT,2020/11/08
CRE,251,202110,10698,202110,10698,WLC,2020/11/02
CRE,253,202110,10114,202110,10114,A4,2020/02/07
CRE,253,202110,10114,202110,10114,MOIB,2020/02/07
CRE,253,202110,10114,202110,10114,MOIE,2020/02/07
CRE,253,202110,10114,202110,10114,RMOT,2020/11/02
CRE,253,202110,10114,202110,10114,W,2020/02/07
CRE,257,202110,10632,202110,10632,MOIE,2020/10/28
CRE,266,202110,10848,202110,10848,MOD2,2020/11/06
CRE,266,202110,10848,202110,10848,MOIE,2020/11/05
CRE,266,202110,10848,202110,10848,W,2020/11/05
CRE,306,202110,10867,202110,10867,MOIB,2020/11/09
CRE,306,202110,10867,202110,10867,MOIE,2020/11/09
CRE,306,202110,10867,202110,10867,RMOT,2020/11/09
CRE,306,202110,10867,202110,10867,SDP,2020/11/09
CRE,306,202110,10867,202110,10867,W,2020/11/09
CRE,310,202110,10239,202110,10239,A3,2020/02/14
CRE,310,202110,10239,202110,10239,MOIE,2020/02/14
CRE,319,202110,10815,202110,10815,MOIB,2020/11/04
CRE,319,202110,10815,202110,10815,MOIE,2020/11/04
CRE,367,202110,10860,202110,10860,MOIE,2020/11/06
CRE,367,202110,10860,202110,10860,W,2020/11/06
CRE,420,202110,10869,202110,10869,RMOT,2020/11/13
CRE,420,202110,10869,202110,10869,W,2020/11/13
CRE,435,202110,10852,202110,10852,MOIE,2020/11/05
CRE,435,202110,10852,202110,10852,W,2020/11/05
CRT,201,202110,10272,202110,10272,RMOT,2020/10/27
DAN,101,202110,10607,202110,10607,MOIA,2020/10/01
DAN,102,202110,10360,202110,10360,RMOT,2020/11/08
DAN,103,202110,10361,202110,10361,RMOT,2020/11/08
DAN,114,202110,10676,202110,10676,A5,2020/11/02
DAN,114,202110,10676,202110,10676,MOIA,2020/11/02
DAN,125,202110,10363,202110,10363,MOIA,2020/02/24
DAN,151,202110,10364,202110,10364,MOIA,2020/06/24
DAN,162,202110,10555,202110,10555,MOIA,2020/06/24
DAN,165,202110,10367,202110,10367,A5,2020/02/24
DAN,165,202110,10367,202110,10367,MOIA,2020/02/24
DAN,165,202110,10367,202110,10367,RMOT,2020/11/02
DAN,165,202110,10678,202110,10678,A5,2020/11/02
DAN,165,202110,10678,202110,10678,MOIA,2020/11/02
DAN,165,202110,10678,202110,10678,SDP,2020/11/02
DAN,207,202110,10608,202110,10608,MOIA,2020/10/01
DAN,214,202110,10684,202110,10684,MOIA,2020/11/02
DAN,222,202110,10365,202110,10365,MOIA,2020/06/24
DAN,262,202110,10730,202110,10730,A5,2020/11/02
DAN,262,202110,10730,202110,10730,MOIA,2020/11/02
DAN,280,202110,10736,202110,10736,MOIA,2020/11/02
DAN,340,202110,10371,202110,10371,A4,2020/02/24
DAN,340,202110,10371,202110,10371,MOIB,2020/02/24
DAN,340,202110,10371,202110,10371,MOIE,2020/02/24
DAN,380,202110,10737,202110,10737,MOIA,2020/11/02
DAN,480,202110,10738,202110,10738,MOIA,2020/11/02
DAN,494,202110,10561,202110,10561,MOIA,2020/03/18
EAS,101,202110,10111,202110,10111,A4,2020/02/07
EAS,101,202110,10111,202110,10111,RMOT,2020/11/02
EAS,101,202110,10111,202110,10111,W,2020/02/07
EAS,102,202110,10818,202110,10818,MOIE,2020/11/05
EAS,102,202110,10818,202110,10818,RMOT,2020/11/08
EAS,104,202110,10643,202110,10643,A7,2020/10/28
EAS,104,202110,10643,202110,10643,MOD1,2020/11/06
EAS,104,202110,10643,202110,10643,MOIE,2020/10/28
EAS,104,202110,10645,202110,10645,A7,2020/10/28
EAS,104,202110,10645,202110,10645,MOD2,2020/11/06
EAS,104,202110,10645,202110,10645,MOIE,2020/10/28
EAS,203,202110,10064,202110,10064,A7,2020/01/30
EAS,203,202110,10064,202110,10064,MOIE,2020/01/30
EAS,204,202110,10650,202110,10650,MOD2,2020/11/06
EAS,204,202110,10650,202110,10650,MOIB,2020/10/28
EAS,204,202110,10650,202110,10650,MOIE,2020/10/28
EAS,232,202110,10834,202110,10834,MOIE,2020/11/05
EAS,232,202110,10834,202110,10834,RMOT,2020/11/08
EAS,253,202110,10112,202110,10112,A4,2020/02/07
EAS,253,202110,10112,202110,10112,MOIB,2020/02/07
EAS,253,202110,10112,202110,10112,MOIE,2020/02/07
EAS,253,202110,10112,202110,10112,RMOT,2020/11/02
EAS,253,202110,10112,202110,10112,W,2020/02/07
EAS,314,202110,10116,202110,10116,MOIB,2020/02/07
EAS,314,202110,10116,202110,10116,MOIE,2020/02/07
EAS,314,202110,10116,202110,10116,RMOT,2020/11/02
EAS,314,202110,10116,202110,10116,SDP,2020/03/30
EAS,428,202110,10096,202110,10096,A7,2020/02/04
EAS,428,202110,10096,202110,10096,MOIE,2020/02/04
EAS,428,202110,10096,202110,10096,RMOT,2020/11/02
EAS,428,202110,10096,202110,10096,W,2020/02/04
EAS,493E,202110,10536,202110,10536,A4,2020/03/16
EAS,493E,202110,10536,202110,10536,MOIB,2020/03/16
EAS,493E,202110,10536,202110,10536,MOIE,2020/03/16
EAS,493E,202110,10536,202110,10536,RMOT,2020/11/02
EAS,493E,202110,10536,202110,10536,W,2020/03/16
ECO,111,202110,10126,202110,10126,A3,2020/02/10
ECO,111,202110,10126,202110,10126,MOIE,2020/02/10
ECO,111,202110,10574,202110,10574,A3,2020/03/24
ECO,111,202110,10574,202110,10574,MOIE,2020/03/24
ECO,112,202110,10127,202110,10127,A3,2020/02/10
ECO,112,202110,10127,202110,10127,MOIE,2020/02/10
ECO,112,202110,10127,202110,10127,RMOT,2020/11/08
ECO,112,202110,10128,202110,10128,A3,2020/02/10
ECO,112,202110,10128,202110,10128,MOIE,2020/02/10
ECO,112,202110,10128,202110,10128,RMOT,2020/11/08
ECO,201,202110,10565,202110,10565,MOIE,2020/03/18
ECO,201,202110,10565,202110,10565,W,2020/03/18
ECO,202,202110,10133,202110,10133,RMOT,2020/11/08
ECO,205,202110,10129,202110,10129,RMOT,2020/11/08
ECO,205,202110,10130,202110,10130,RMOT,2020/11/08
ECO,206,202110,10131,202110,10131,RMOT,2020/11/08
ECO,206,202110,10132,202110,10132,RMOT,2020/11/08
ECO,209,202110,10135,202110,10135,MOIC,2020/02/10
ECO,230,202110,10136,202110,10136,MOIC,2020/02/10
ECO,230,202110,10136,202110,10136,RMOT,2020/11/08
ECO,230,202110,10136,202110,10136,W,2020/02/10
ECO,230,202110,10137,202110,10137,MOIC,2020/02/10
ECO,230,202110,10137,202110,10137,RMOT,2020/11/08
ECO,230,202110,10137,202110,10137,W,2020/02/10
ECO,234,202110,10139,202110,10139,RMOT,2020/11/08
ECO,248,202110,10567,202110,10567,MOIE,2020/03/18
ECO,301,202110,10141,202110,10141,A3,2020/02/11
ECO,301,202110,10141,202110,10141,MOIE,2020/02/11
ECO,322,202110,10142,202110,10142,MOIC,2020/02/11
ECO,322,202110,10142,202110,10142,RMOT,2020/11/08
ECO,330,202110,10485,202110,10485,RMOT,2020/11/08
ECO,403,202110,10568,202110,10568,RMOT,2020/11/08
ECO,408,202110,10145,202110,10145,RMOT,2020/11/08
ECO,412,202110,10146,202110,10146,ADVS,2020/02/11
ECO,412,202110,10146,202110,10146,W,2020/02/11
EDU,104,202110,10862,202110,10862,MOIE,2020/11/08
EDU,223,202110,10438,202110,10438,A3,2020/02/28
EDU,223,202110,10438,202110,10438,MOIE,2020/02/28
EDU,223,202110,10438,202110,10438,RMOT,2020/10/29
EDU,223,202110,10438,202110,10438,W,2020/02/28
EDU,260,202110,10588,202110,10588,CC,2020/03/30
EDU,260,202110,10588,202110,10588,MOIE,2020/03/30
EDU,260,202110,10588,202110,10588,RMOT,2020/10/29
EDU,306,202110,10613,202110,10613,RMOT,2020/10/29
EDU,313,202110,10439,202110,10439,RMOT,2020/10/29
ENG,107,202110,10282,202110,10282,A4,2020/02/18
ENG,107,202110,10282,202110,10282,CC,2020/02/18
ENG,107,202110,10282,202110,10282,MOIB,2020/02/18
ENG,107,202110,10282,202110,10282,RMOT,2020/10/30
ENG,110,202110,10003,202110,10003,A3,2020/01/16
ENG,110,202110,10003,202110,10003,MOIC,2020/01/16
ENG,110,202110,10003,202110,10003,MOIE,2020/01/16
ENG,110,202110,10003,202110,10003,RMOT,2020/10/30
ENG,119,202110,10285,202110,10285,A4,2020/02/18
ENG,119,202110,10285,202110,10285,CC,2020/02/18
ENG,119,202110,10285,202110,10285,MOIB,2020/02/18
ENG,119,202110,10285,202110,10285,RMOT,2020/10/30
ENG,119,202110,10285,202110,10285,W,2020/02/18
ENG,122,202110,10286,202110,10286,CC,2020/02/18
ENG,122,202110,10286,202110,10286,MOIB,2020/02/18
ENG,122,202110,10286,202110,10286,RMOT,2020/10/30
ENG,150,202110,10281,202110,10281,RMOT,2020/10/30
ENG,150,202110,10281,202110,10281,W,2020/02/17
ENG,150,202110,10287,202110,10287,RMOT,2020/10/30
ENG,150,202110,10287,202110,10287,W,2020/02/18
ENG,175,202110,10820,202110,10820,MOIB,2020/11/05
ENG,175,202110,10820,202110,10820,MOIE,2020/11/05
ENG,240,202110,10289,202110,10289,A5,2020/02/18
ENG,240,202110,10289,202110,10289,MOIA,2020/02/18
ENG,240,202110,10289,202110,10289,RMOT,2020/10/30
ENG,240,202110,10289,202110,10289,W,2020/02/18
ENG,250,202110,10290,202110,10290,A4,2020/02/18
ENG,250,202110,10290,202110,10290,MOIB,2020/02/18
ENG,250,202110,10290,202110,10290,RMOT,2020/10/30
ENG,250,202110,10290,202110,10290,W,2020/02/18
ENG,250,202110,10291,202110,10291,A4,2020/02/18
ENG,250,202110,10291,202110,10291,MOIB,2020/02/18
ENG,250,202110,10291,202110,10291,RMOT,2020/10/30
ENG,250,202110,10291,202110,10291,W,2020/02/18
ENG,253,202110,10115,202110,10115,A4,2020/02/07
ENG,253,202110,10115,202110,10115,MOIB,2020/02/07
ENG,253,202110,10115,202110,10115,MOIE,2020/02/07
ENG,253,202110,10115,202110,10115,RMOT,2020/10/30
ENG,253,202110,10115,202110,10115,W,2020/02/07
ENG,301,202110,10292,202110,10292,MOIB,2020/02/18
ENG,301,202110,10292,202110,10292,RMOT,2020/10/30
ENG,301,202110,10292,202110,10292,W,2020/02/18
ENG,319,202110,10600,202110,10600,MOIB,2020/06/11
ENG,319,202110,10600,202110,10600,MOIE,2020/06/11
ENG,319,202110,10600,202110,10600,RMOT,2020/10/30
ENG,322,202110,10294,202110,10294,RMOT,2020/10/30
ENG,322,202110,10294,202110,10294,W,2020/02/18
ENG,331,202110,10295,202110,10295,MOIB,2020/11/04
ENG,331,202110,10295,202110,10295,RMOT,2020/10/30
ENG,333,202110,10296,202110,10296,MOIB,2020/02/18
ENG,333,202110,10296,202110,10296,RMOT,2020/10/30
ENG,333,202110,10296,202110,10296,W,2020/02/18
ENG,340,202110,10298,202110,10298,MOIA,2020/11/04
ENG,340,202110,10298,202110,10298,RMOT,2020/10/30
ENG,340,202110,10298,202110,10298,W,2020/02/18
ENG,368,202110,10299,202110,10299,MOIB,2020/02/18
ENG,368,202110,10299,202110,10299,RMOT,2020/10/30
ENG,368,202110,10299,202110,10299,W,2020/02/18
ENG,379,202110,10581,202110,10581,MOIB,2020/03/30
ENG,379,202110,10581,202110,10581,MOIE,2020/03/30
ENG,379,202110,10581,202110,10581,RMOT,2020/10/30
ENG,379,202110,10581,202110,10581,W,2020/03/30
ENG,381,202110,10596,202110,10596,MOIB,2020/05/08
ENG,381,202110,10596,202110,10596,MOIE,2020/05/08
ENG,381,202110,10596,202110,10596,RMOT,2020/10/30
ENG,381,202110,10596,202110,10596,W,2020/05/08
ENG,493G,202110,10303,202110,10303,MOIB,2020/02/18
ENG,493G,202110,10303,202110,10303,RMOT,2020/10/30
ENG,493G,202110,10303,202110,10303,W,2020/02/18
ENT,201,202110,10473,202110,10473,RMOT,2020/10/27
EOM,201,202110,10612,202110,10612,RMOT,2020/10/27
ES,110,202110,10445,202110,10445,MOID,2020/06/30
ES,110,202110,10445,202110,10445,RMOT,2020/11/08
ES,111,202110,10446,202110,10446,MOIE,2020/02/28
ES,111,202110,10446,202110,10446,RMOT,2020/11/08
ES,113,202110,10767,202110,10767,MOID,2020/11/03
ES,117,202110,10305,202110,10305,A3,2020/02/18
ES,117,202110,10305,202110,10305,CC,2020/02/18
ES,117,202110,10305,202110,10305,MOIE,2020/02/18
ES,117,202110,10305,202110,10305,RMOT,2020/11/08
ES,204,202110,10447,202110,10447,ASPA,2020/02/28
ES,204,202110,10447,202110,10447,MOIE,2020/02/28
ES,204,202110,10447,202110,10447,W,2020/03/30
ES,204,202110,10447,202110,10447,WLC,2020/02/28
ES,207,202110,10308,202110,10308,RMOT,2020/11/08
ES,210,202110,10449,202110,10449,MOIC,2020/02/28
ES,210,202110,10449,202110,10449,MOID,2020/02/28
ES,214,202110,10451,202110,10451,A1,2020/03/02
ES,214,202110,10451,202110,10451,MOIC,2020/03/02
ES,214,202110,10451,202110,10451,RMOT,2020/11/08
ES,214,202110,10451,202110,10451,W,2020/03/02
ES,224,202110,10235,202110,10235,MOIE,2020/02/14
ES,228,202110,10453,202110,10453,A6,2020/03/02
ES,228,202110,10453,202110,10453,MOIB,2020/03/02
ES,228,202110,10453,202110,10453,MOIE,2020/03/02
ES,228,202110,10453,202110,10453,W,2020/03/02
ES,232,202110,10019,202110,10019,MOIE,2020/01/17
ES,232,202110,10019,202110,10019,RMOT,2020/11/08
ES,234,202110,10312,202110,10312,A3,2020/02/18
ES,234,202110,10312,202110,10312,MOIB,2020/02/18
ES,234,202110,10312,202110,10312,MOIE,2020/02/18
ES,234,202110,10312,202110,10312,RMOT,2020/11/08
ES,234,202110,10312,202110,10312,W,2020/02/18
ES,261,202110,10545,202110,10545,A4,2020/03/16
ES,261,202110,10545,202110,10545,MOIE,2020/03/16
ES,290,202110,10454,202110,10454,RMOT,2020/11/08
ES,298,202110,10455,202110,10455,CC,2020/03/30
ES,298,202110,10455,202110,10455,MOIB,2020/03/30
ES,298,202110,10455,202110,10455,MOIE,2020/03/30
ES,298,202110,10455,202110,10455,SDP,2020/03/30
ES,298,202110,10455,202110,10455,W,2020/03/30
ES,313,202110,10460,202110,10460,MOIC,2020/03/02
ES,359,202110,10671,202110,10671,A1,2020/10/30
ES,368,202110,10300,202110,10300,MOIB,2020/02/18
ES,368,202110,10300,202110,10300,RMOT,2020/11/08
ES,368,202110,10300,202110,10300,W,2020/02/18
ES,393,202110,10279,202110,10279,MOIB,2020/06/19
ES,393,202110,10279,202110,10279,MOIE,2020/06/19
ES,393,202110,10279,202110,10279,RMOT,2020/11/08
ES,396,202110,10462,202110,10462,RMOT,2020/11/08
ES,493F,202110,10674,202110,10674,ADVS,2020/10/30
ES,493F,202110,10674,202110,10674,FREE,2020/10/30
ES,493F,202110,10674,202110,10674,RMOT,2020/11/08
ES,493N,202110,10314,202110,10314,ADVS,2020/02/18
ES,493N,202110,10314,202110,10314,FREE,2020/02/18
ES,493N,202110,10314,202110,10314,W,2020/02/18
ES,493U,202110,10463,202110,10463,ADVS,2020/03/02
ES,493U,202110,10463,202110,10463,FREE,2020/03/02
ES,493U,202110,10463,202110,10463,MOIE,2020/03/02
ES,493U,202110,10463,202110,10463,RMOT,2020/11/08
ES,496,202110,10464,202110,10464,RMOT,2020/11/08
FDP,201,202110,10821,202110,10821,RMOT,2020/11/08
FLM,101,202110,10480,202110,10480,A4,2020/03/03
FLM,101,202110,10480,202110,10480,MOIB,2020/03/03
FLM,101,202110,10480,202110,10480,RMOT,2020/10/30
FLM,101,202110,10480,202110,10480,W,2020/03/03
FLM,101,202110,10481,202110,10481,A4,2020/03/03
FLM,101,202110,10481,202110,10481,MOIB,2020/03/03
FLM,101,202110,10481,202110,10481,RMOT,2020/10/30
FLM,101,202110,10481,202110,10481,W,2020/03/03
FLM,202,202110,10482,202110,10482,MOIB,2020/03/03
FLM,202,202110,10482,202110,10482,W,2020/03/03
FLM,209,202110,10490,202110,10490,A4,2020/03/03
FLM,209,202110,10490,202110,10490,MOIB,2020/03/03
FLM,209,202110,10490,202110,10490,RMOT,2020/10/30
FLM,209,202110,10490,202110,10490,W,2020/03/03
FLM,210,202110,10484,202110,10484,A5,2020/03/03
FLM,210,202110,10484,202110,10484,MOIA,2020/03/03
FLM,210,202110,10484,202110,10484,W,2020/03/03
FLM,220,202110,10488,202110,10488,A5,2020/03/03
FLM,220,202110,10488,202110,10488,MOIA,2020/03/03
FLM,220,202110,10488,202110,10488,MOIE,2020/03/03
FLM,238,202110,10486,202110,10486,MOIA,2020/03/03
FLM,238,202110,10486,202110,10486,W,2020/03/03
FLM,298E,202110,10822,202110,10822,MOD1,2020/11/06
FLM,298E,202110,10822,202110,10822,MOIA,2020/11/05
FLM,298E,202110,10822,202110,10822,RMOT,2020/11/06
FLM,298F,202110,10823,202110,10823,MOD1,2020/11/06
FLM,298F,202110,10823,202110,10823,MOIA,2020/11/05
FLM,310,202110,10487,202110,10487,MOIA,2020/03/03
FLM,310,202110,10487,202110,10487,MOIB,2020/03/03
FLM,310,202110,10487,202110,10487,W,2020/03/03
FLM,395W,202110,10489,202110,10489,MOIB,2020/10/30
FLM,395W,202110,10489,202110,10489,W,2020/10/30
FLM,398E,202110,10824,202110,10824,MOD2,2020/11/06
FLM,398E,202110,10824,202110,10824,MOIA,2020/11/05
FLM,398E,202110,10824,202110,10824,RMOT,2020/11/06
FLM,416,202110,10594,202110,10594,MOIB,2020/04/14
FLM,416,202110,10594,202110,10594,RMOT,2020/10/30
FRH,102,202110,10318,202110,10318,AFRH,2020/02/20
FRH,102,202110,10318,202110,10318,EFRH,2020/02/20
FRH,102,202110,10318,202110,10318,RMOT,2020/11/08
FRH,102,202110,10318,202110,10318,WLC,2020/02/20
FRH,102,202110,10321,202110,10321,AFRH,2020/02/20
FRH,102,202110,10321,202110,10321,EFRH,2020/02/20
FRH,102,202110,10321,202110,10321,RMOT,2020/11/08
FRH,102,202110,10321,202110,10321,WLC,2020/02/20
FRH,201,202110,10323,202110,10323,AFRH,2020/02/20
FRH,201,202110,10323,202110,10323,INFL,2020/02/20
FRH,201,202110,10323,202110,10323,RMOT,2020/11/08
FRH,201,202110,10323,202110,10323,W,2020/02/20
FRH,201,202110,10323,202110,10323,WLC,2020/02/20
FRH,202,202110,10324,202110,10324,AFRH,2020/02/20
FRH,202,202110,10324,202110,10324,INFL,2020/02/20
FRH,202,202110,10324,202110,10324,RMOT,2020/11/08
FRH,202,202110,10324,202110,10324,WLC,2020/02/20
FRH,256,202110,10509,202110,10509,A3,2020/03/04
FRH,256,202110,10509,202110,10509,MOIE,2020/03/04
FRH,256,202110,10509,202110,10509,RMOT,2020/11/08
FRH,256,202110,10509,202110,10509,SDP,2020/11/05
FRH,256,202110,10509,202110,10509,W,2020/03/04
FRH,301,202110,10325,202110,10325,AFRH,2020/02/20
FRH,301,202110,10325,202110,10325,INFL,2020/02/20
FRH,301,202110,10325,202110,10325,RMOT,2020/11/08
FRH,301,202110,10325,202110,10325,W,2020/02/20
FRH,301,202110,10325,202110,10325,WLC,2020/02/20
FRH,309F,202110,10326,202110,10326,FLAC,2020/02/20
FRH,312,202110,10328,202110,10328,AFRH,2020/08/11
FRH,312,202110,10328,202110,10328,MOIB,2020/02/20
FRH,312,202110,10328,202110,10328,MOIE,2020/02/20
FRH,312,202110,10328,202110,10328,RMOT,2020/11/08
FRH,312,202110,10328,202110,10328,WLC,2020/02/20
FRH,327,202110,10327,202110,10327,A4,2020/02/20
FRH,327,202110,10327,202110,10327,AFRH,2020/02/20
FRH,327,202110,10327,202110,10327,INFL,2020/02/20
FRH,327,202110,10327,202110,10327,MOIB,2020/02/20
FRH,327,202110,10327,202110,10327,RMOT,2020/11/08
FRH,327,202110,10327,202110,10327,W,2020/02/20
FRH,327,202110,10327,202110,10327,WLC,2020/02/20
FRH,414,202110,10329,202110,10329,RMOT,2020/11/08
FRH,414,202110,10329,202110,10329,W,2020/02/20
FRH,420,202110,10792,202110,10792,RMOT,2020/11/08
FRH,420,202110,10792,202110,10792,W,2020/11/03
GC,201,202110,10100,202110,10100,RMOT,2020/10/27
GEO,210,202110,10450,202110,10450,MOIC,2020/03/02
GEO,210,202110,10450,202110,10450,MOID,2020/03/02
GEO,214,202110,10452,202110,10452,MOIC,2020/03/02
GEO,214,202110,10452,202110,10452,RMOT,2020/11/08
GEO,214,202110,10452,202110,10452,W,2020/07/06
GEO,313,202110,10461,202110,10461,MOIC,2020/03/02
GEO,359,202110,10670,202110,10670,RMOT,2020/11/08
GER,102,202110,10541,202110,10541,AGER,2020/03/16
GER,102,202110,10541,202110,10541,EGER,2020/03/16
GER,102,202110,10541,202110,10541,WLC,2020/03/16
GER,102,202110,10542,202110,10542,AGER,2020/03/16
GER,102,202110,10542,202110,10542,EGER,2020/03/16
GER,102,202110,10542,202110,10542,RMOT,2020/11/08
GER,102,202110,10542,202110,10542,WLC,2020/03/16
GER,110,202110,10004,202110,10004,A3,2020/01/16
GER,110,202110,10004,202110,10004,MOIC,2020/01/16
GER,110,202110,10004,202110,10004,MOIE,2020/01/16
GER,110,202110,10004,202110,10004,RMOT,2020/11/08
GER,202,202110,10543,202110,10543,A4,2020/03/16
GER,202,202110,10543,202110,10543,AGER,2020/03/16
GER,202,202110,10543,202110,10543,INFL,2020/03/16
GER,202,202110,10543,202110,10543,RMOT,2020/11/08
GER,202,202110,10543,202110,10543,WLC,2020/03/16
GER,261,202110,10544,202110,10544,A4,2020/03/16
GER,261,202110,10544,202110,10544,MOIE,2020/03/16
GER,261F,202110,10570,202110,10570,FLAC,2020/03/18
GER,262,202110,10547,202110,10547,A4,2020/03/16
GER,262,202110,10547,202110,10547,MOIE,2020/03/16
GER,313,202110,10807,202110,10807,AGER,2020/11/04
GER,313,202110,10807,202110,10807,MOIB,2020/11/04
GER,313,202110,10807,202110,10807,RMOT,2020/11/08
GER,313,202110,10807,202110,10807,WLC,2020/11/04
GER,405,202110,10808,202110,10808,MOIB,2020/11/04
GER,405,202110,10808,202110,10808,RMOT,2020/11/08
GER,405,202110,10808,202110,10808,WLC,2020/11/04
GER,450,202110,10546,202110,10546,AGER,2020/03/16
GER,450,202110,10546,202110,10546,INFL,2020/03/16
GER,450,202110,10546,202110,10546,WLC,2020/03/16
GIS,102,202110,10550,202110,10550,RMOT,2020/11/08
GIS,102,202110,10550,202110,10550,W,2020/03/16
GIS,102F,202110,10571,202110,10571,FLAC,2020/03/26
GIS,102H,202110,10583,202110,10583,FLAC,2020/03/26
GIS,107,202110,10283,202110,10283,A4,2020/02/18
GIS,107,202110,10283,202110,10283,CC,2020/02/18
GIS,107,202110,10283,202110,10283,MOIB,2020/02/18
GIS,107,202110,10283,202110,10283,RMOT,2020/11/08
GIS,201,202110,10553,202110,10553,MOIB,2020/03/16
GIS,201,202110,10553,202110,10553,MOIE,2020/03/16
GIS,201,202110,10553,202110,10553,W,2020/03/16
GIS,262,202110,10548,202110,10548,A4,2020/03/16
GIS,262,202110,10548,202110,10548,MOIE,2020/03/16
GIS,280F,202110,10861,202110,10861,FLAC,2020/11/06
GIS,381,202110,10597,202110,10597,MOIB,2020/05/08
GIS,381,202110,10597,202110,10597,MOIE,2020/05/08
GIS,381,202110,10597,202110,10597,RMOT,2020/11/08
GIS,381,202110,10597,202110,10597,W,2020/05/08
GIS,400,202110,10563,202110,10563,ADVS,2020/03/18
GIS,400,202110,10563,202110,10563,FREE,2020/03/18
GIS,400,202110,10563,202110,10563,MOIE,2020/03/18
GIS,400,202110,10563,202110,10563,RMOT,2020/11/08
GOV,110,202110,10007,202110,10007,A3,2020/01/17
GOV,110,202110,10007,202110,10007,MOIE,2020/01/17
GOV,110,202110,10007,202110,10007,W,2020/01/17
GOV,111,202110,10008,202110,10008,A3,2020/01/17
GOV,111,202110,10008,202110,10008,MOIE,2020/01/17
GOV,111,202110,10009,202110,10009,A3,2020/01/17
GOV,111,202110,10009,202110,10009,MOD1,2020/11/06
GOV,111,202110,10009,202110,10009,MOIE,2020/01/17
GOV,111,202110,10009,202110,10009,RMOT,2020/11/06
GOV,112,202110,10010,202110,10010,A3,2020/01/17
GOV,112,202110,10010,202110,10010,MOD1,2020/11/06
GOV,112,202110,10010,202110,10010,MOIE,2020/01/17
GOV,112,202110,10010,202110,10010,RMOT,2020/11/06
GOV,112,202110,10411,202110,10411,A3,2020/02/27
GOV,112,202110,10411,202110,10411,MOIE,2020/02/27
GOV,113,202110,10011,202110,10011,A3,2020/01/17
GOV,113,202110,10011,202110,10011,MOIE,2020/01/17
GOV,113,202110,10011,202110,10011,W,2020/01/17
GOV,113,202110,10012,202110,10012,A3,2020/01/17
GOV,113,202110,10012,202110,10012,MOIE,2020/01/17
GOV,113,202110,10012,202110,10012,W,2020/01/17
GOV,203,202110,10013,202110,10013,MOIE,2020/01/17
GOV,212,202110,10014,202110,10014,MOIE,2020/01/17
GOV,212,202110,10014,202110,10014,W,2020/01/17
GOV,214,202110,10015,202110,10015,MOIB,2020/01/17
GOV,214,202110,10015,202110,10015,MOIE,2020/01/17
GOV,214,202110,10015,202110,10015,W,2020/01/17
GOV,222,202110,10764,202110,10764,A3,2020/11/03
GOV,222,202110,10764,202110,10764,CC,2020/11/03
GOV,222,202110,10764,202110,10764,MOD2,2020/11/06
GOV,222,202110,10764,202110,10764,MOIE,2020/11/03
GOV,222,202110,10764,202110,10764,RMOT,2020/11/06
GOV,222,202110,10764,202110,10764,W,2020/11/03
GOV,223,202110,10575,202110,10575,A3,2020/03/24
GOV,223,202110,10575,202110,10575,MOD1,2020/11/06
GOV,223,202110,10575,202110,10575,MOIE,2020/03/24
GOV,223,202110,10575,202110,10575,RMOT,2020/11/06
GOV,225,202110,10017,202110,10017,MOD2,2020/11/06
GOV,225,202110,10017,202110,10017,MOIE,2020/01/17
GOV,225,202110,10017,202110,10017,RMOT,2020/11/06
GOV,225F,202110,10018,202110,10018,FLAC,2020/01/17
GOV,225F,202110,10018,202110,10018,FREE,2020/01/17
GOV,229,202110,10576,202110,10576,MOD2,2020/11/06
GOV,229,202110,10576,202110,10576,MOIE,2020/03/24
GOV,229,202110,10576,202110,10576,W,2020/03/24
GOV,232,202110,10020,202110,10020,MOIE,2020/01/17
GOV,232,202110,10020,202110,10020,RMOT,2020/11/08
GOV,241,202110,10770,202110,10770,MOD1,2020/11/06
